Content,Target
RT @CarlBialik: Why the USGS estimates of Napa earthquake damage have kept changing (25 times) -- and mostly rising. http://t.co/pPA92yY23v,0
"RT @TodoSismos: #Earthquake #Sismo M 1.0 - 4km NW of The Geysers, California: Time2014-08-27 03:45:05 UTC2014-08-26 20:45:05 -... http://t.…",0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
Lol u still feeling sick?,0
Yes.i'm in office da:),0
"I���ve got some salt, you can rub it in my open wounds if you like!",0
No da. I am happy that we sit together na,0
@NathanMacrae_ @justinbieber JUSTIN IM TRYING TO SLEEP STOP WAKING ME UP PLEASE,-1
Napa earthquake tosses wine barrels and bottles into piles #napa #lifeincalifornia #wine  http://t.co/JGEWMXukWm,0
@gunbyxx nigga did u end up taking my hoodie last night!?😭😭😭,-1
"Theoretically yeah, he could be able to come",0
Sizable aftershock from Napa earthquake rattles residents http://t.co/OvDNO1iqfX #losangeles,0
Many dead in Nepal and India floods http://t.co/dn5bSBqz0S #MvpHype,1
"Pity, * was in mood for that. So...any other suggestions?",0
"I think we're going to finn's now, come",0
"RT @TheNutellaCrew: When life gets you down,get back up and try again!!! 💖  ~Love you all xx 💖",-1
RT @mercnews: Napa earthquake: Bay Area major faults quiet after largest quake since Loma Prieta http://t.co/5onssC4rBC,0
I just saw ron burgundy captaining a party boat so yeah,0
Hey what's up charles sorry about the late reply.,0
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,-1
RT @Rene_gadeCowboy: This poor hero did not have Rev Sharpton or Jackson..Or even Obama to stand up for him WHY??? http://t.co/IQhTUgjDv1,-1
The 10 most expensive U.S. earthquakes - Damage from the earthquake that jolted northern California Sunday morning... http://t.co/euysNqvWbw,0
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,-1
Many dead in Nepal and India floods. It's sham but do not build homes on flood planes  http://t.co/163rKSJz8E,1
"Oh... Icic... K lor, den meet other day...",0
Hey... What time is your driving on fri? We go for evaluation on fri?,0
Ok.ok ok..then..whats ur todays plan,0
Dumbass. You just got her indian lover shot dead and now her american lover is tied up.,-1
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0
RT @BurnTom: The extent of my parents helping me move to San Francisco has been them looking up Earthquake videos and warning me.,1
#napaquake sounds alarm: Do a home &amp; business inventory of your stuff!  Help getting started: http://t.co/KpkoE8fhNO,-1
Why do you ask princess?,0
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",-1
160 people have been killed in floods and landslides following days of torrential rain in Nepal and northern India. http://t.co/F4CXalEcgS,1
"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",-1
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
California Quake Means Big Damage For Napa Valley Wineries (http://t.co/ks8o8HDOLa),0
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0
VIDEO: People Describing The Napa Earthquake: Northern California was rattled early Sunday morning by a strong... http://t.co/qJevTkyYC8,0
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0
"I'm in a meeting, call me later at",0
More than 100 hurt after 6.1-magnitude quake hits Northern California.,1
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,-1
RT @heyyouapp: ¦ http://t.co/RE2kP30Ulx 914 ¦ Bay Area earthquake damages Napa County Airport  #Earthquake ¦ Clean-up is still underway in …,1
dont make ne plans for nxt wknd coz she wants us to come down then ok,0
Someone special may be warming up to you today and it makes yo... More for Aquarius http://t.co/ExUi7IOJcS,-1
Eatin my lunch...,0
We can go 4 e normal pilates after our intro...,0
He also knows about lunch menu only da. . I know,0
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0
"RT  Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance - Economic Times",1
"“@TerrillCharming: Lmao😂😂😂 ""@iAintAsianTho: LMFAOOO fucked up http://t.co/Cesi1yRN7Z""” LOOOOOOOOOOOL",-1
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0
Losses From California Quake Could Top $1 Billion http://t.co/c4CqClm14P,1
S but mostly not like that.,0
"(@Team_iUnGalan_) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have b... http://t.co/sOWduLUDiI (Via @Yeremiix3)",1
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0
"Hundreds dead as monsoon brings chaos to northern India, Nepal http://t.co/h1LVLhVnRI #Follow",1
flood furry in north india - Bubblews http://t.co/e1B2rrj6bH via @GoBubblews,0
"RT @countrysayingss: Kiss the tears right off her face, tell her everything’s okay, feel her heartbeat next to mine and make up for lost ti…",-1
RT @dbfish: The single most California photo of all time. #napaquake http://t.co/1KIMJzNprs,0
RT @abc7newsBayArea: WATCH LIVE: @vicleeabc7 reports some 83 people are at the #quake evacuation shelter in Napa. http://t.co/oLFX9nSA5S,1
So when you gonna get rimac access,0
"Could you be the way? Well, I will catch up.",-1
No:-)i got rumour that you going to buy apartment in chennai:-),0
"Lol you forgot it eh ? Yes, I'll bring it in babe",0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
Our thoughts are with all those affected by the #napaquake. Wishing friends &amp; businesses quick recoveries. #napaearthquake #Napa #earthquake,0
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,-1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,-1
Did you show him and wot did he say or could u not c him 4 dust?,0
"""ELCA offers prayers for those affected by California earthquake"" via @ELCANews http://t.co/80awJvXtvj #UNYS",0
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0
"RT @KMILLS_15: I lowkey love clingy, I want you to get mad about stupid stuff, blow up my phone and makes me feel wanted.",-1
Ha ha cool cool chikku chikku:-):-DB-),0
At home watching tv lor.,0
"RT @quakenotices: #quake  2014-08-24 10:20:44 UPDATED: (M6.1) SAN FRANCISCO BAY AREA, CALIFORNIA 38.2 -122.3 (1cbfb) http://t.co/ku2QdM7Bg9",0
Hope NDRA &amp; @HMOIndia Focuses on Flood Relief in Uttarakhand &amp; UP !!!,0
Hospital treating 6 critically injured in South Napa Quake http://t.co/O1eHaMj6B5,1
No. I dont want to hear anything,0
"Top India Stories From WSJ: Nepal Floods, Landslides Kill At Least 54 http://t.co/phFe1PyyNB #india",1
make that 3! 4 fucks sake?! x,0
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0
"Goodmorning, Today i am late for  &lt;#&gt; min.",0
RT @daniellemcxs: http://t.co/5mL5IHlUdQ #Earthquake #Earthquake Today Earthquake California Napa earthquake California Earthquake San Fran…,0
Is ur lecture over?,0
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",-1
Good. Good job. I like entrepreneurs,0
I will vote for wherever my heart guides me,0
"#CNN_News Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in nor... http://t.co/LBewFtfMix @FIFAWorldCup",1
"24 Killed, Including 7 In Their Sleep As Landslide Hit India http://t.co/35wA6J2udD  Ukraine Says... http://t.co/z01mh2jOl8",1
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0
"LMAOOOO  RT @LikwidCyance: ""Hello...911? I saw a black man ask for a courtesy cup and he filled it up with soda"" https://t.co/659lECatPl",-1
When life gives you lemons...RT @dbfish: The single most California photo of all time. #napaquake http://t.co/ONAnPvwvKI #NapaProud”,0
So that takes away some money worries,0
"(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)",1
#napaquake Our thoughts go out to the residents of Napa and surroundings at time when neighbors matter most @linkAgesTB,0
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0
You were supposed to wake ME up &gt;:(,0
"Latest : Floods: 12 National Disaster Response Force Teams Deployed in Bihar, Four in ... - NDTV: ... http://t.co/em4vhgrsiW #IndianNews",0
Anything lor if they all go then i go lor...,0
#NaturalDisasters Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: …  are subm...  http://t.co/rgLwlhpiRW,1
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,0
RT @CristinaNews10: Hanging out with winemakers as they inspect damages from the #napaquake  I'll be live here tonight on #News10 at 5&amp;6 ht…,1
RT @MarcBodnick: What was the Napa earthquake like? https://t.co/2EHivavwF9,-1
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",0
R we going with the  &lt;#&gt;  bus?,0
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",-1
Yar but they say got some error.,0
He is there. You call and meet him,0
RT @teenagernotes: imagine how much power you’d have if you woke up with a clear face and perfect hair every day,-1
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,0
"Me also da, i feel yesterday night  wait til 2day night dear.",0
Jus finish watching tv... U?,0
"LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL Big Narstie ""I Fucked Up At Universtity"" [Uncle Pain]: http://t.co/xjqz5LrRd6",-1
India Today: Honour killing: Girl allegedly shot dead by father in UP http://t.co/S8FoNPPMMO. http://t.co/8sqWfYCrAm,1
No problem. Talk to you later,0
@lovinourlord_ they always clean up our flood.,-1
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",0
Just wanted to say holy shit you guys weren't kidding about this bud,0
Taliban laud Afghan soldier who killed US general. India better know what we are up against. http://t.co/UA0C0yWmPz,-1
RT @hamletgarcia17: Average #earthquake insurance cost california $860 a  month via @CNN http://t.co/vVef6k7F2L  @CAgovernment  @LosAngeles…,0
check this out California winemakers cleaning up after quake - Businessweek: New York TimesCa... http://t.co/OTiwrLYPpT #online #twitter,1
"#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.",1
"San Francisco Bay Area shaken by magnitude 6.0 earthquake: 172 injured, buildings damaged",1
Napa earthquake hits home. The showroom was untouched but Dave's house in the hills above Napa didn't do so well.... http://t.co/xGkTRQQ8W4,1
Was doing my test earlier. I appreciate you. Will call you tomorrow.,0
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0
Then we wait 4 u lor... No need 2 feel bad lar...,0
Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopter... http://t.co/k9rRWAb24w #XTweather @DrJoop,1
Are you this much buzy,0
RT @LANow: Many pets still on the run from Napa earthquake http://t.co/6C24NU5keN,0
Another month. I need chocolate weed and alcohol.,0
"Yeah, we can probably swing by once my roommate finishes up with his girl",0
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0
Thx. All will be well in a few months,0
Thank You meet you monday,0
"#TOI #NewsINDIA UP floods claim 41 lives, over 1,000 villages hit: The toll in Uttar Prade... http://t.co/m9Pm2YHoZg #Follow #FollowBack",1
"180 dead as floods wash away homes in Nepal, India: Doctors inspect x-rays of landslide victims a... http://t.co/VNnGB1ar8g #IndiaHealth",1
The Napa Earthquake http://t.co/sIsVwwxUkA,0
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0
#Pakistan #Dunya Floods kill 45 in eastern India: official: NEW DELHI (AFP) - Flooding in eastern India has killed 45 people and disp...,1
"4 tacos + 1 rajas burrito, right?",0
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
#India #before and #after the #flood - #America #U.S #before and #after new world order ethnic cleansing #Genocide http://t.co/yM16ImvKiF,0
"RT @EdJoyce: #NapaQuake ruptures water mains &amp; gas lines, 3 critically injured; fires, damaged buildings. http://t.co/tvzKvV7WOc http://t.c…",1
", ow u dey.i paid 60,400thousad.i told  u would call . ",0
Wait . I will msg after  &lt;#&gt;  min.,0
Now thats going to ruin your thesis!,0
"#wearethepeople Napa earthquake: Power mostly restored, schools closed - San Jose Mercury News http://t.co/nLcPAgopHj",1
CNN: At least 160 people re reported to ave been killed in floods and landslides following days of torrential rain in Nepal n northern India,1
I was up all night too worrying about this appt. It's a s0e we missed a girls night out with quizzes popcorn and you doing my hair.,0
Flooding in Nepal and India Kills At Least 85 People; More Than 100 Still Missing - http://t.co/9mYmLFB8Di via http://t.co/cpHkeW1Ugr,1
Oh ho. Is this the first time u use these type of words,0
(World) At least 160 people reported killed in Nepal &amp; India floods after days of torrential rain.,1
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,0
K tell me anything about you.,0
Ur TONEXS subscription has been renewed and you have been charged �4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,-1
"Hundreds Dead as Monsoon Brings Chaos to Northern India, Nepal: Heavy rains in recent days have caused floodin... http://t.co/vBA6AZKuFX",1
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0
New alert system improves earthquake warning in California http://t.co/KbZYAVqtoO http://t.co/Rb1LcixMVj,1
RT @heyyouapp: Mississippi USA Jackson http://t.co/VPCVAVqhW4 BREAKING NEWS 670 earthquake State of Emergency Declared in California Earthq…,1
#phmcgpe Many dead in Nepal and India floods  BBC News - BBC NewsAt least 160 people are reported to have been kil... http://t.co/CcTewqWbVU,1
I'm leaving my house now...,0
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0
"Seasoned professional site knavery but flood aggregation india, baroda, gujarat: VFV",-1
Thanks for this hope you had a good day today,0
I'll probably be by tomorrow (or even later tonight if something's going on),0
Mm that time you dont like fun,0
RT @janinebucks: ¤ USA http://t.co/zBb5ov8s05 85 earthquake Northern California rocked by magnitude 6.0 earthquake janinebucks Massachusett…,0
@LuvinglyEvil : well i dunno. clean something. that'll get you up and moving lol,-1
Selfie with the flood  @_cameron_grace #peepthecar http://t.co/5PoOPR7LJN,-1
"Woke up to a text from trish saying ""lets go to isla!!!"" 😭😭😭 i love her! Now im even more excited! 😭",-1
Blood Bank Site http://t.co/gJqV8xvAax Sign up 4 a membership &amp; make it ongoing charity &amp; u will b contacted when need 4 donors  #RT4Charity,0
Yup i'm free...,0
The staff at SoNapa sends our thoughts to our friends in the Napa Valley  #napaquake,0
I Now Read Many dead in Nepal and India floods: At least 160 people are reported to have been killed in floods... http://t.co/SYWFVx2hBM,1
"And that's fine, I got enough bud to last most of the night at least",0
Nepal and India begin relief efforts as monsoon floods claim at least 180 lives #GeneralNews http://t.co/M1Vyc1UUJK,1
So wat's da decision?,0
Tell them no need to investigate about me anywhere.,0
I'm ok. Will do my part tomorrow,0
"You can be fucked up, but not to me especially if I'm holding you down.! Don't make me look stupid if I'm riding for you",-1
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",0
"I shall book chez jules for half eight, if that's ok with you?",0
Excellent! Are you ready to moan and scream in ecstasy?,0
And how's your husband.,0
RT @RT_com: California plans to build $80 million earthquake early-warning system http://t.co/rJ5FtAHJq6 http://t.co/j1DuEV5zCv,0
Scientists Detected #Napa #Earthquake Before It Struck http://t.co/VCiracmAqW,0
To day class is there are no class.,0
"RT @infonaija: Landslides, Flooding Kill 109 In Nepal, Northern India - The death toll from landslides and flooding triggered by ... http:/…",1
"Just got part Notting0 - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",-1
“@Logan_Dion: Typical California☀️ skating the earthquake fault lines😂 http://t.co/4KRx11ZpwS”@rileysasiain @love_dillon @Sanncheezz,0
Havent shopping now lor i juz arrive only,0
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0
"What's follow-up y'all seen of the ""bodies"" who were laying out ?",-1
Please leave this topic..sorry for telling that..,0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",0
Where did u go? My phone is gonna die you have to stay in here,0
CNN:  6.1 Quake In Bay Area MSNBC: Over 100 Injured In Quake FOX: L U C I F E R   H A S  A W O K E N BBC: m8,1
Are you ok. What happen to behave like this,0
"Yes, princess. Are you going to make me moan?",0
S.i think he is waste for rr..,0
Going to take your babe out ?,0
"#Informationng | 24 Killed, Including 7 In Their Sleep As Landslide Hit India http://t.co/0nOiEiBnim",1
RT @tyleronemo: CAN » NEWS » http://t.co/boc3VMFXye HOT NEWS 887 Earthquake Today Northern California earthquake the strongest in 25 years …,0
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0
"Full statement by Napa Valley Vintners on new #earthquake relief find, with link for making donations: http://t.co/KuWzMz5zpV via  NapaRegis",0
RT @DjKingAssassin: ✪ #djkingassassin 6.0 earthquake shakes Northern California: Cop who killed Michael Brown starte... http://t.co/FiRkBld…,1
I know a few people I can hit up and fuck to the yes,0
RT @TheDarjChron: Flash Flood in Gya Ladakh causes wide destruction https://t.co/m61dApH1PB @PrakashJavdekar @BJPRajnathSingh @PMOIndia htt…,1
M6.0 Earthquake is California Bay Area’s Strongest Since Loma Prieta http://t.co/ofMWnN0Ne9,0
Many dead in Nepal and India floods: At least 160 people are reported to have been killed in floods and landslides following days of ...,1
RT @OAPlanet: What Caused California's Napa Earthquake? http://t.co/pzc9dUSAfq http://t.co/3SFzxzVogH,0
2 laptop... I noe infra but too slow lar... I wan fast one,0
"I'm back, lemme know when you're ready",0
Two teams waiting for some players,0
"It's that time of the week again, ryan",0
I will be gentle princess! We will make sweet gentle love...,0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
S da..al r above  &lt;#&gt;,0
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0
Now got tv 2 watch meh? U no work today?,0
"RT @earthquakesSF: A 3.9 magnitude earthquake occurred 1.86mi WNW of American Canyon, California. Details: http://t.co/a6TUd71DX4 Map: http…",0
RT @ABC7NY: EWN AT 6: Northern California was rattled by the biggest earthquake in 25 years. We’ll have LIVE report from Napa http://t.co/v…,0
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0
FreeMsg>FAV XMAS TONES!Reply REAL,-1
Napa earthquake woke this many Jawbone wearers http://t.co/TS275ixaX0 via @verge interesting but im creeped out that they track whn you slp,0
One of best dialogue in cute reltnship..!! \Wen i Die,0
"Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu",1
"RT @earthquakesLA: A 3.3 magnitude earthquake occurred 5.59mi SSW of San Pedro, California. Details: http://t.co/fZ22rSkub6 Map: http://t.c…",0
#Auto​News​ Nepal and India begin relief efforts as monsoon floods claim at least 180 lives – The Guardian http://t.co/k1omjy4WjU,1
And you! Will expect you whenever you text! Hope all goes well tomo,0
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0
"If i let you do this, i want you in the house by 8am.",0
RT @BRANDONBARAY: I love when my notifications blow up. Favorite and retweet me.,-1
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march ��_ ish!,0
"Aftershocks, aid are focus days after Napa earthquake: As aftershocks from Sunday's powerful eart... http://t.co/EOfTOACd8Y #quake #news",0
"#SuryaRay #Indian Nine Killed After Collision Between Train, Autorickshaw in Bihar: Police http://t.co/MBhSQLYVae @SuryaRay #India",1
"""Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake"" http://t.co/THpu6pL828",0
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,-1
"RT @HIV_AIDSNews: Yahoo: Strong California earthquake causes injuries, damage: The largest earthquake to hit the San ... http://t.co/OON2JX…",1
"(#LosDelSonido) N. California Earthquake Damage Could Reach $1B: Northern California is cleaning up, one day after suff...  (#IvanBerroa)",1
"California earthquake reminds vintners, merchants of fragility of Napa’s success: In less than tw... http://t.co/hAwLZ7KRk7 #quake #news",0
"Missing Hiker: 6.0 earthquake jolts San Francisco Bay Area early Sunday, damage reported in ... - Bucks Local ... http://t.co/7C2lCWPXHE",1
Hi' Test on  &lt;#&gt; rd ....,0
I'm reaching home in 5 min.,0
Is there coming friday is leave for pongal?do you get any news from your work place.,0
S s..first time..dhoni rocks...,0
"Last Chance! Claim ur �150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16",-1
But if she.s drinkin i'm ok.,0
RT @mashable: Get to know the previously unknown fault line that helped cause the Napa earthquake http://t.co/sxTFlOlPl9 http://t.co/wQBWsf…,0
RT @NewIndianXpress: Slow Receding Water Add to Woes of #Flood-Hit People in #Odisha http://t.co/xRI1B0ysnM,0
(#Kuuky__frez) Businesses: Quake Cleanup Shouldn't Deter Tourists: Officials in California wine... http://t.co/amCfOpVRx9 (#Kuuky__frez),0
"Win the newest ���Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",-1
"@Michael_ORegan Apparantly it can take up to 10 days, I'm the same I've heard 0.",-1
When �_ login dat time... Dad fetching �_ home now?,0
Long after I quit. I get on only like 5 minutes a day as it is.,0
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0
What time is ur flight tmr?,0
�� wait 4 me in sch i finish ard 5..,0
Magnitude-6.0 quake in heart of California's wine country injures dozens ... http://t.co/mzWPhfto9d,1
This single single answers are we fighting? Plus i said am broke and you didnt reply,0
RT @ginalimp: ¦ http://t.co/DwHiwBR05e 660 ¦ State of Emergency Declared After California Earthquake ¦ Jerry Brown declared a state of emer…,0
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),0
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-1
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",-1
K:)eng rocking in ashes:),0
Yeah no probs - last night is obviously catching up with you... Speak soon,0
I just woke up lol,-1
Excellent! Wish we were together right now!,0
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0
RT @OWCalifornia: Thoughts and prayers go out to all those affected by yesterday's earthquake in #Napa #California http://t.co/Z1YvDWKOvR,0
QUAKE HITS CALIFORNIA State of emergency issued as officials weigh damage http://t.co/QGFN1lmDHT,0
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,-1
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0
Hi Petey!noi��m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0
Send me your resume:-),0
Hi..i got the money da:),0
"RT @ginalimp: USA » NEWS » http://t.co/jwWrNDy78w HOT NEWS 293 earthquake Scores of aftershocks from Napa earthquake felt, more on the way …",0
#Tech Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/hTwHAH6Ite #Onlireeks,0
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,0
Great! How is the office today?,0
RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine,1
For fear of fainting with the of all that housework you just did? Quick have a cuppa,0
Designation is software developer and may be she get chennai:),0
Not course. Only maths one day one chapter with in one month we can finish.,0
But i'm surprised she still can guess right lor...,0
"""@infonaija: Landslides, Flooding Kill 109 In Nepal, Northern India http://t.co/vro2Mq1zvU Kurdish Push On... http://t.co/veEwi9upHc""",1
"&lt;#&gt; , that's all? Guess that's easy enough",0
RT @GLOBALPOLITICAL: Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California  Michael Snyder  If you... http:/…,0
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
Explosions and damage...At 11pm @6abc hear from local people who just landed at PHL from the quake zone in California.,1
"New post: ""Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake"" http://t.co/SwtD1CXtlO",0
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0
RT @mashabletech: Jawbone UP data shows how many woke up during the Napa earthquake: http://t.co/BnXJvSsncz http://t.co/BSssXQJQjY,0
@slgrnwood up http://t.co/KJOqoZWME4 and onto,-1
"Flooding in eastern India has killed 45 people and displaced more than 300,000 in the past week, a senior official said Monday (Aug 11), ...",1
